ID,DESC_CLASIFICACION,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,ESTADO,COORD_GIS_X,COORD_GIS_Y,SISTEMA_COORD,LATITUD,LAT1,LONGITUD,LONG1,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIRECCION_AUX,NDP,FECHA_INSTALACION,CODIGO_INTERNO,CONTRATO_COD,UBICACION,USO,MODELO
530201,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,444213.08,4481873.25,ETRS89,4.048.567.989,40.486,-365.823.590,-3.658,CALLE,INFANTA CATALINA MICAELA,3 B,28050,PARQUE EN C/ INFANTA CATALINA MICAELA,31011804,,FUE_16_0116,FUE22,ZV,PERSONAS,MU-37A
530205,Fuentes de beber,206,REJAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,449668.6,4477823.17,ETRS89,4.044.954.306,40.450,-359.354.780,-3.594,CALLE,UNO,4,28022,CIUDAD PEGASO - Z.A.+ Z.F.,11137058,,FUE_20_0007,FUE22,ZV,PERSONAS,PIEDRA VP
530207,Fuentes de beber,206,REJAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,449517.87,4477611.5,ETRS89,4.044.762.706,40.448,-359.530.841,-3.595,CALLE,SEIS,4,28022,CIUDAD PEGASO - Z.A.+ Z.F.,11137010,,FUE_20_0006,FUE22,ZV,PERSONAS,PIEDRA VP
530208,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,448356.47,4482450.64,ETRS89,4.049.114.941,40.491,-360.939.737,-3.609,CALLE,JOSE ANTONIO FERNANDEZ ORDOÑEZ,24,28055,,31039120,,FUE_16_0135,FUE22,ZV,PERSONAS,OTRO
530209,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,444.749.612,4.482.284.494,ETRS89,4.048.942.044,40.489,-365.194.154,-3.652,CALLE,INFANTA CATALINA MICAELA,33,28050,"PRÓXIMO A C/ PRINCIPE CARLOS, 13. JUNTO A PISTAS DEPORTIVAS",31025798,,FUE_16_0142,FUE22,ZV,PERSONAS,MU-37B
530210,Fuentes de beber,164,PINAR DEL REY,16,HORTALEZA,OPERATIVO,444575.6,4480891.49,ETRS89,4.047.686.002,40.477,-365.387.293,-3.654,CALLE,MANUEL CHAVES NOGALES,13,28033,Bº VIRGEN DEL CARMEN,20096233,,FUE_16_0141,FUE22,ZV,PERSONAS,MU-S37A
530203,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,448016.67,4481885.75,ETRS89,4.048.603.937,40.486,-361.336.048,-3.613,CALLE,FERNANDO HIGUERAS,11,28055,,31043956,,FUE_16_0175,FUE22,ZONA VERDE,PERSONAS,OTRO
530206,Fuentes de beber,164,PINAR DEL REY,16,HORTALEZA,OPERATIVO,445.338.870,4.481.167.770,ETRS89,4.047.939.948,40.479,-364.489.256,-3.645,CALLE,ARCOS,5,28033,PARQUE DE HORTALEZA (STA SUSANA),11119413,,FUE_16_0140,FUE22,ZV,PERSONAS,MU-37A
530212,Fuentes de beber,205,ROSAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448611.16,4475094.87,ETRS89,4.042.490.015,40.425,-360.579.667,-3.606,PASEO,GINEBRA,13,28022,C/V AVDA  GUADALAJARA (PRÓXIMA A PARADA  BUS),20171621,,FUE_20_0019,FUE22,ZV,PERSONAS,MU-37A
530214,Fuentes de beber,163,CANILLAS,16,HORTALEZA,OPERATIVO,444.848.067,4479598.72,ETRS89,4.046.523.226,40.465,-365.054.629,-3.651,CALLE,BENITA AVILA,17,28043,C/V C/ MANZANAR,11117614,,FUE_16_0124,FUE22,VP,PERSONAS,PIEDRA VP
530215,Fuentes de beber,205,ROSAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448.690.737,4.475.625.831,ETRS89,4.042.968.830,40.430,-360.490.148,-3.605,CALLE,MANCHESTER,12 C,28022,Z.V. SOFIA - NIZA,31001183,2023-02-21 00:00:00.0,FUE_20_0023,FUE22,ZV,PERSONAS,MU-37A
530217,Fuentes de beber,206,REJAS,20,SAN BLAS - CANILLEJAS,NO_OPERATIVO,449568.18,4477742.08,ETRS89,4.044.880.646,40.449,-359.472.553,-3.595,CALLE,CINCO,4,28022,"PRÓXIMO A PZA. SAN CRISTOBAL, 3",11137018,,FUE_20_0004,FUE22,ZV,PERSONAS,PIEDRA VP
530218,Fuentes de beber,205,ROSAS,20,SAN BLAS - CANILLEJAS,NO_OPERATIVO,448.936.177,4.475.665.661,ETRS89,4.043.006.221,40.430,-360.201.126,-3.602,CALLE,SOFIA,70,28022,Z.V. SOFIA - NIZA,31065179,,FUE_20_0022,FUE22,ZV,PERSONAS,MU-37A
530219,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,444461.75,4481819.04,ETRS89,4.048.520.821,40.485,-365.529.725,-3.655,CALLE,INFANTA CATALINA MICAELA,15 B,28050,PARQUE EN C/ INFANTA CATALINA MICAELA,31016005,,FUE_16_0118,FUE22,ZV,PERSONAS,MU-37A
530221,Fuentes de beber,165,APOSTOL SANTIAGO,16,HORTALEZA,OPERATIVO,443845,4479990.11,ETRS89,4.046.869.089,40.469,-366.241.189,-3.662,CALLE,AÑASTRO,13 D,28033,"Par Burgo de Osma, Interbloque C/ Ramonet 16",31046846,,FUE_16_0150,FUE22,ZV,PERSONAS,MU-37A
530223,Fuentes de beber,205,ROSAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448694.26,4475016.07,ETRS89,4.042.419.540,40.424,-360.481.074,-3.605,PASEO,GINEBRA,12 B,28022,"PRÓXIMO A C/ CRACOVIA, 19",31046810,,FUE_20_0020,FUE22,ZV,PERSONAS,MU-37A
530225,Fuentes de beber,205,ROSAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448892.43,4475805.24,ETRS89,4.043.131.694,40.431,-360.253.820,-3.603,CALLE,LIVERPOOL,9,28022,Z.V. SOFIA - NIZA,20128520,,FUE_20_0025,FUE22,ZV,PERSONAS,MU-37A
530226,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,444.962.615,4.482.658.493,ETRS89,4.049.280.375,40.493,-364.946.079,-3.649,CALLE,FERNANDO DE ROJAS,1,28050,PARQUE FERNANDO DE ROJAS - AVDA. NICETO ALCALA ZAMORA,31011045,,FUE_16_0144,FUE22,ZV,PERSONAS,MU-37B
530228,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,446907.62,4481166.74,ETRS89,4.047.949.198,40.479,-362.638.541,-3.626,CALLE,FRANCISCO UMBRAL,41,28055,MED. Y RTDAS. BARRIOS SAN ANTONIO Y LAS CARCAVAS,31042729,,FUE_16_0120,FUE22,ZV,PERSONAS,OTRO
530230,Fuentes de beber,165,APOSTOL SANTIAGO,16,HORTALEZA,OPERATIVO,444423.60,4480722.49,ETRS89,4.047.532.743,40.475,-365.565.124,-3.656,CARRETERA,ESTACION DE HORTALEZA,7,28033,PARQUE DOÑA GUIOMAR,20094422,,FUE_16_0139,FUE22,ZONA VERDE,PERSONAS,MU-S37A
530232,Fuentes de beber,163,CANILLAS,16,HORTALEZA,OPERATIVO,445.832.583,4479402.46,ETRS89,4.046.352.902,40.464,-363.891.734,-3.639,CALLE,ALCORISA,57,28043,FRENTE AL 47 CV CALLE SICÉLIDAS,11116874,,FUE_16_0151,FUE22,VP,PERSONAS,MU-37A
530234,Fuentes de beber,206,REJAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,449.563.150,4.477.559.370,ETRS89,4.044.716.019,40.447,-359.477.033,-3.595,AVENIDA,SEGUNDA,4,28022,CIUDAD PEGASO - Z.A.+ Z.F.,31004092,,FUE_20_0005,FUE22,ZV,PERSONAS,PIEDRA VP
530211,Fuentes de beber,203,AMPOSTA,20,SAN BLAS - CANILLEJAS,OPERATIVO,447135.08,4475279.16,ETRS89,4.042.646.787,40.426,-362.321.178,-3.623,CALLE,FUMISTERIA,7,28037,EN ENTRADA PARQUE INFANTIL. JUNTO FLA. 4,11135284,,FUE_20_0014,FUE22,VP,PERSONAS,MU-37A
530213,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,446.002.549,4.481.640.806,ETRS89,4.048.370.424,40.484,-363.710.322,-3.637,CALLE,CARMEN RICO GODOY,134,28055,JUNTO A ZONA INFANTIL,31032388,2023-09-14 00:00:00.0,FUE_16_0123,FUE22,ZV,PERSONAS,MU-37A
530216,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,444374.27,4481817.4,ETRS89,4.048.518.758,40.485,-365.632.922,-3.656,CALLE,INFANTA CATALINA MICAELA,11,28050,PARQUE EN C/ INFANTA CATALINA MICAELA,31002675,,FUE_16_0115,FUE22,ZV,PERSONAS,MU-37A
530220,Fuentes de beber,205,ROSAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,449047.5,4475755.02,ETRS89,4.043.087.404,40.431,-360.070.606,-3.601,CALLE,ESTOCOLMO,59,28022,Z.V. SOFIA - NIZA,31052864,,FUE_20_0024,FUE22,ZV,PERSONAS,MU-37A
530222,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,443961.62,4.482.816.508,ETRS89,4.049.416.024,40.494,-366.128.612,-3.661,CALLE,MARIA TUDOR,12 B,28050,PARQUE MARIA TUDOR,31006570,,FUE_16_0147,FUE22,ZV,PERSONAS,MU-37B
530224,Fuentes de beber,164,PINAR DEL REY,16,HORTALEZA,OPERATIVO,445739.24,4480615.9,ETRS89,4.047.445.422,40.474,-364.012.206,-3.640,CALLE,YARUMAL,6,28033,JUNTO ÁREA INFANTIL,11119244,,FUE_16_0138,FUE22,VP,PERSONAS,MU-37A
530227,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,447291.78,4483161.04,ETRS89,4.049.748.212,40.497,-362.201.919,-3.622,CALLE,JOSE ANTONIO CODERCH,59,28055,"PRÓXIMO A AVDA. FCO. JAVIER SAENZ DE OIZA, 36",31039798,,FUE_16_0127,FUE22,ZV,PERSONAS,OTRO
530229,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,447.621.657,4.482.893.488,ETRS89,4.049.509.276,40.495,-361.810.435,-3.618,CALLE,FINA DE CALDERON,26,28055,"PRÓXIMO A SECUNDINO ZUAZO, 62",31041200,,FUE_16_0130,FUE22,ZV,PERSONAS,OTRO
530231,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,447951.65,4482855.14,ETRS89,4.049.476.807,40.495,-361.420.724,-3.614,CALLE,JOSEFINA ALDECOA,23,28055,"PRÓXIMO AVDA. SECUNDINO ZUAZO, 98",31039819,,FUE_16_0132,FUE22,ZV,PERSONAS,OTRO
530233,Fuentes de beber,205,ROSAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448969.58,4475428.09,ETRS89,4.042.792.407,40.428,-360.159.841,-3.602,CALLE,SOFIA,201,28022,PARQUE SOFÍA - OSLO,20144512,2023-07-25 00:00:00.0,FUE_20_0021,FUE22,ZV,PERSONAS,MU-37A
530235,Fuentes de beber,203,AMPOSTA,20,SAN BLAS - CANILLEJAS,OPERATIVO,447593.66,4475482.54,ETRS89,4.042.832.905,40.428,-361.782.275,-3.618,CALLE,ALCONERA,2 D,28037,PARC. PAÑERÍA,31056367,,FUE_20_0015,FUE22,ZV,PERSONAS,MU-37A
530238,Fuentes de beber,206,REJAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,449762.78,4477203.16,ETRS89,4.044.396.332,40.444,-359.238.817,-3.592,CALLE,EUTERPE,27,28022,PARQUE OCCIDENTE - LAS MERCEDES,31007808,,FUE_20_0002,FUE22,ZV,PERSONAS,MU-37A
530240,Fuentes de beber,205,ROSAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448868.41,4476019.73,ETRS89,4.043.324.773,40.433,-360.283.863,-3.603,CALLE,SOFIA,84,28022,"PRÓXIMO A C/ MARIA SEVILLA DIAGO, 42",31065181,,FUE_20_0026,FUE22,ZV,PERSONAS,MU-37A
530242,Fuentes de beber,206,REJAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,449778.83,4477602.19,ETRS89,4.044.755.900,40.448,-359.223.047,-3.592,CALLE,EUTERPE,3 G,28022,PARQUE OCCIDENTE - LAS MERCEDES,31056114,,FUE_20_0001,FUE22,ZV,PERSONAS,MU-37A
530244,Fuentes de beber,164,PINAR DEL REY,16,HORTALEZA,OPERATIVO,446.378.227,4.480.083.578,ETRS89,4.046.970.029,40.470,-363.253.927,-3.633,CALLE,MACUAJE,5,28033,PARQUE SAN LORENZO,11118671,,FUE_16_0121,FUE22,ZV,PERSONAS,MU-37A
530246,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,444808.62,4483660.5,ETRS89,4.050.182.004,40.502,-365.136.517,-3.651,CALLE,VICENTE BLASCO IBAÑEZ,79,28050,C/V C/ PADRES DOMINICOS,31037153,,FUE_16_0145,FUE22,ZV,PERSONAS,MU-37B
530236,Fuentes de beber,163,CANILLAS,16,HORTALEZA,OPERATIVO,446247.19,4479712.50,ETRS89,4.046.634.895,40.466,-363.405.350,-3.634,CALLE,PEDRO ALONSO,3,28043,"C/ PEDRO ALONSO, 6",31047033,,FUE_16_0126,FUE22,VP,PERSONAS,OTRO
530237,Fuentes de beber,164,PINAR DEL REY,16,HORTALEZA,OPERATIVO,445.015.479,4.480.153.504,ETRS89,4.047.024.113,40.470,-364.861.977,-3.649,CALLE,ANGEL LUIS DE LA HERRAN,38,28043,"PRÓXIMO A C/ ESTIBALIZ, 61",31016198,,FUE_16_0122,FUE22,VP,PERSONAS,PIEDRA VP
530239,Fuentes de beber,164,PINAR DEL REY,16,HORTALEZA,NO_OPERATIVO,445.660.672,4.480.678.210,ETRS89,4.047.501.040,40.475,-364.105.422,-3.641,PLAZA,MAR DEL PLATA,5,28033,"PRÓXIMO A C/ ERAS, 4",11119315,,FUE_16_0125,FUE22,VP,PERSONAS,PIEDRA VP
530241,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,444843.61,4482539.49,ETRS89,4.049.172.381,40.492,-365.085.465,-3.651,CALLE,PRINCIPE CARLOS,36,28050,JUNTO A INSTALACIÓN DEPORTIVA,31017494,,FUE_16_0143,FUE22,ZV,PERSONAS,MU-37B
530243,Fuentes de beber,165,APOSTOL SANTIAGO,16,HORTALEZA,OPERATIVO,444.022.605,4.481.102.498,ETRS89,4.047.872.379,40.479,-366.041.514,-3.660,CALLE,VELEZ RUBIO,145,28033,FRENTE Nº 145.  Bº SANTIAGO APOSTOL,11121968,,FUE_16_0149,FUE22,VP,PERSONAS,MU-S37A
530245,Fuentes de beber,202,HELLIN,20,SAN BLAS - CANILLEJAS,OPERATIVO,447927.7,4476042.62,ETRS89,4.043.339.557,40.433,-361.393.083,-3.614,CALLE,ALBAIDA,78,28037,MINIAREA ALBAIDA,11134990,,FUE_20_0013,FUE22,ZV,PERSONAS,MU-37A
530250,Fuentes de beber,201,SIMANCAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,447020.82,4476206.44,ETRS89,4.043.481.409,40.435,-362.463.597,-3.625,CALLE,JUAN DE ARESPACOCHAGA Y FELIPE,3,28037,PARQUES RUFINO GLEZ.,31016243,,FUE_20_0030,FUE22,ZV,PERSONAS,MU-37A
530252,Fuentes de beber,205,ROSAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448191.71,4474581.8,ETRS89,4.042.025.208,40.420,-361.069.928,-3.611,AVENIDA,CANILLEJAS A VICALVARO,167,28032,PARQUE MARSELLA - TOSCANA,20099671,,FUE_20_0029,FUE22,ZV,PERSONAS,MU-37A
530254,Fuentes de beber,201,SIMANCAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,446644.9,4475617.47,ETRS89,4.042.948.427,40.429,-362.901.846,-3.629,CALLE,CASTROPOL,17,28037,PZA. CANGAS DE ONIS,11134184,,FUE_20_0039,FUE22,ZV,PERSONAS,MU-37A
530255,Fuentes de beber,201,SIMANCAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,446991.78,4476155.03,ETRS89,4.043.434.911,40.434,-362.497.405,-3.625,CALLE,RUFINO GONZALEZ,54 B,28037,PARQUES RUFINO GLEZ.,31050493,,FUE_20_0040,FUE22,ZV,PERSONAS,MU-37A
530247,Fuentes de beber,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,448257.87,4482222.12,ETRS89,4.048.908.464,40.489,-361.054.214,-3.611,CALLE,ESTANISLAO PEREZ PITA,25,28055,"PRÓXIMO A C/MANUEL FRAGA IRIBARNE, 67",31039183,,FUE_16_0174,FUE22,ZONA VERDE,PERSONAS,EGEA
530249,Fuentes de beber,205,ROSAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448290.91,4474503.38,ETRS89,4.041.955.180,40.420,-360.952.363,-3.610,CALLE,MARSELLA,45,28022,PARQUE MARSELLA - TOSCANA,31000859,,FUE_20_0028,FUE22,ZV,PERSONAS,MU-37A
530251,Fuentes de beber,201,SIMANCAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,447105.18,4475979.07,ETRS89,4.043.277.117,40.433,-362.362.248,-3.624,CALLE,CASTILLO DE UCLES,43,28037,PARC. VIRGEN DE LA OLIVA,11134571,,FUE_20_0032,FUE22,ZV,PERSONAS,MU-37A
530253,Fuentes de beber,201,SIMANCAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,446685.87,4475363.71,ETRS89,4.042.720.088,40.427,-362.851.420,-3.629,CALLE,CASTILLO DE OROPESA,39,28037,"PRÓXIMO A PZA. CASTILLO DE LA MOTA, 4",11134660,,FUE_20_0038,FUE22,ZV,PERSONAS,MU-37A
530256,Fuentes de beber,208,EL SALVADOR,20,SAN BLAS - CANILLEJAS,OPERATIVO,447098.46,4477219.06,ETRS89,4.044.394.130,40.444,-362.380.495,-3.624,PLAZA,ENSIDESA,6,28027,COL. MARQUES DE SUANCES,20052434,,FUE_20_0041,FUE22,ZV,PERSONAS,MU-37A
530260,Fuentes de beber,205,ROSAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448383.51,4476049.12,ETRS89,4.043.348.254,40.433,-360.855.766,-3.609,AVENIDA,NIZA,67 L,28022,"PRÓXIMO A MARÍA SEVILLA DIAGO, 16",20121528,,FUE_20_0050,FUE22,ZV,PERSONAS,MU-37A
530261,Fuentes de beber,208,EL SALVADOR,20,SAN BLAS - CANILLEJAS,OPERATIVO,446479.23,4477274.79,ETRS89,4.044.440.372,40.444,-363.111.107,-3.631,CALLE,MIAMI,57,28027,PARQUE LOPEZ DE ARANDA - MIAMI,20109251,,FUE_20_0046,FUE22,ZV,PERSONAS,MU-37A
530263,Fuentes de beber,202,HELLIN,20,SAN BLAS - CANILLEJAS,OPERATIVO,448012.41,4475813.41,ETRS89,4.043.133.601,40.431,-361.291.340,-3.613,CALLE,HERENCIA,4,28037,INTERBLOQUES NÚMEROS 4 Y 6,31016566,2020-01-10 00:00:00.0,FUE_20_0052,FUE22,ZV,PERSONAS,MU-37A
530266,Fuentes de beber,205,ROSAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448513.86,4476159.35,ETRS89,4.043.448.364,40.434,-360.702.985,-3.607,PLAZA,GRECIA,2,28022,"PRÓXIMO A AVDA. NIZA, 42",20097006,2023-03-15 00:00:00.0,FUE_20_0055,FUE22,ZV,PERSONAS,MU-37A
530272,Fuentes de beber,204,ARCOS,20,SAN BLAS - CANILLEJAS,OPERATIVO,447171.68,4474538.25,ETRS89,4.041.979.562,40.420,-362.271.878,-3.623,AVENIDA,INSTITUCION LIBRE DE ENSEÑANZA,139,28037,PARQUE ARCOS DEL JALON Y VIALES,11135557,,FUE_20_0063,FUE22,ZV,PERSONAS,MU-37A
530274,Fuentes de beber,203,AMPOSTA,20,SAN BLAS - CANILLEJAS,OPERATIVO,447.312.572,4.475.149.322,ETRS89,4.042.530.947,40.425,-362.110.873,-3.621,CALLE,AMPOSTA,24,28037,"JUNTO FAROLA 18, EN PARQUE PARROQUIA DE SAN JOAQUIN",31046868,,FUE_20_0065,FUE22,ZV,PERSONAS,MU-37A
530275,Fuentes de beber,204,ARCOS,20,SAN BLAS - CANILLEJAS,OPERATIVO,447496.95,4474596.93,ETRS89,4.042.034.484,40.420,-361.888.969,-3.619,AVENIDA,GUADALAJARA,51,28032,,11135562,,FUE_20_0066,FUE22,ZV,PERSONAS,MU-37A
530277,Fuentes de beber,207,CANILLEJAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448.138.240,4.476.485.360,ETRS89,4.043.739.720,40.437,-361.148.483,-3.611,CALLE,NICOLASA GOMEZ,88,28022,"PRÓXIMO A C/ FENELÓN, 4 C",20158405,,FUE_20_0068,FUE22,ZV,PERSONAS,MU-37A
530278,Fuentes de beber,207,CANILLEJAS,20,SAN BLAS - CANILLEJAS,NO_OPERATIVO,448182.27,4477476.14,ETRS89,4.044.632.548,40.446,-361.104.653,-3.611,CALLE,ESFINGE,6,28022,CV C/ BARBASTRO,20043292,,FUE_20_0069,FUE22,ZV,PERSONAS,MU-37A
530279,Fuentes de beber,207,CANILLEJAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448.155.850,4.476.566.740,ETRS89,4.043.813.142,40.438,-361.128.385,-3.611,CALLE,NICOLASA GOMEZ,89,28022,PZA. FUENTES CLARAS,20043112,,FUE_20_0070,FUE22,ZV,PERSONAS,MU-37A
530257,Fuentes de beber,208,EL SALVADOR,20,SAN BLAS - CANILLEJAS,OPERATIVO,445928.12,4477489.3,ETRS89,4.044.630.048,40.446,-363.762.758,-3.638,CALLE,BELICE,3,28027,JARDINES ANTIOQUIA,20144651,,FUE_20_0042,FUE22,ZV,PERSONAS,MU-37A
530258,Fuentes de beber,208,EL SALVADOR,20,SAN BLAS - CANILLEJAS,OPERATIVO,446223.34,4476819.77,ETRS89,4.044.028.813,40.440,-363.408.980,-3.634,CALLE,RIOBAMBA,13,28027,"PRÓXIMO A VENTURADA, 26",20109449,,FUE_20_0044,FUE22,ZV,PERSONAS,MU-37A
530259,Fuentes de beber,205,ROSAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448397.54,4475832.40,ETRS89,4.043.153.106,40.432,-360.837.466,-3.608,AVENIDA,NIZA,55,28022,"PRÓXIMO A TRAVESÍA DE RONDA, 6",20096823,,FUE_20_0049,FUE22,ZV,PERSONAS,MU-37A
530262,Fuentes de beber,205,ROSAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448241.24,4474966.28,ETRS89,4.042.371.880,40.424,-361.014.676,-3.610,AVENIDA,GUADALAJARA,113,28022,PRÓXIMO A AVDA. CANILLEJAS A VICÁLVARO,31046990,,FUE_20_0051,FUE22,ZV,PERSONAS,MU-37A
530264,Fuentes de beber,205,ROSAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448193.07,4475748.8,ETRS89,4.043.076.523,40.431,-361.077.834,-3.611,CALLE,AINSA,11,28022,PRÓXIMO A AVDA. CANILLEJAS A VICÁLVARO 91,20113344,,FUE_20_0053,FUE22,ZV,PERSONAS,MU-37A
530265,Fuentes de beber,205,ROSAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448482.47,4476155.21,ETRS89,4.043.444.440,40.434,-360.739.958,-3.607,PLAZA,GRECIA,2,28022,"PRÓXIMO A AVDA. NIZA,  44",20097006,2023-03-15 00:00:00.0,FUE_20_0054,FUE22,ZV,PERSONAS,MU-37A
530267,Fuentes de beber,205,ROSAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448331.82,4475191.04,ETRS89,4.042.574.921,40.426,-360.909.730,-3.609,CALLE,BUTRON,17,28022,PARQUE BUTRON,11136369,,FUE_20_0056,FUE22,ZV,PERSONAS,MU-37A
530268,Fuentes de beber,204,ARCOS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448097.39,4475362.48,ETRS89,4.042.727.906,40.427,-361.187.476,-3.612,CALLE,ARCOS DE JALON,124,28037,"CON POBLADURA DEL VALLE, FRENTE A ÁREA INFANTIL",31025074,,FUE_20_0057,FUE22,ZV,PERSONAS,MU-37A
530269,Fuentes de beber,204,ARCOS,20,SAN BLAS - CANILLEJAS,OPERATIVO,446938.70,4474797.63,ETRS89,4.042.211.745,40.422,-362.548.654,-3.625,CALLE,ARCOS DE JALON,4,28037,JUNTO AREAS INFANTILES,31028079,,FUE_20_0061,FUE22,ZV,PERSONAS,MU-S37A
530270,Fuentes de beber,205,ROSAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,449016.96,4474807.01,ETRS89,4.042.233.189,40.422,-360.099.007,-3.601,PASEO,GINEBRA,177,28022,A.V.C. SAN BLAS,31046851,,FUE_20_0058,FUE22,ZV,PERSONAS,MU-37A
530271,Fuentes de beber,204,ARCOS,20,SAN BLAS - CANILLEJAS,OPERATIVO,447072.27,4474476.60,ETRS89,4.041.923.393,40.419,-362.388.539,-3.624,AVENIDA,INSTITUCION LIBRE DE ENSEÑANZA,133,28037,PARQUE ARCOS DEL JALON Y VIALES,11135554,,FUE_20_0062,FUE22,ZV,PERSONAS,MU-37A
530273,Fuentes de beber,204,ARCOS,20,SAN BLAS - CANILLEJAS,OPERATIVO,447247.85,4474706.77,ETRS89,4.042.131.859,40.421,-362.183.495,-3.622,CALLE,SAN ROMAN DEL VALLE,6,28037,"PRÓXIMO A C/ ARCOS DE JALÓN, 13",31017432,,FUE_20_0064,FUE22,ZV,PERSONAS,MU-S37A
530276,Fuentes de beber,207,CANILLEJAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448.100.450,4.476.469.340,ETRS89,4.043.725.052,40.437,-361.192.907,-3.612,CALLE,TROYA,11,28022,CUARTEL DE LAS MUSAS,20178174,,FUE_20_0067,FUE22,ZV,PERSONAS,MU-37A
530281,Fuentes de beber,207,CANILLEJAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448220.69,4477097.07,ETRS89,4.044.291.299,40.443,-361.056.260,-3.611,CALLE,NECTAR,45,28022,PARKING RESIDENTES ESFINGE,11138087,2020-01-10 00:00:00.0,FUE_20_0075,FUE22,ZV,PERSONAS,MU-37A
530282,Fuentes de beber,201,SIMANCAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,447595.55,4476933.82,ETRS89,4.044.140.317,40.441,-361.792.015,-3.618,CALLE,OSIRIS,15,28037,URB. JULIAN CAMARILLO NORTE,31036745,,FUE_20_0073,FUE22,ZV,PERSONAS,MU-37A
530283,Fuentes de beber,207,CANILLEJAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448122.03,4477005.69,ETRS89,4.044.208.363,40.442,-361.171.844,-3.612,CALLE,SAN MARIANO,37,28022,PARQUE DE CANILLEJAS,20159966,,FUE_20_0076,FUE22,ZV,PERSONAS,MU-37A
530280,Fuentes de beber,205,ROSAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448322.03,4476010.97,ETRS89,4.043.313.504,40.433,-360.927.937,-3.609,CALLE,MARIA SEVILLA DIAGO,12,28022,EN PASEO JUNTO ENTRADA JUNTA DE DISTRITO,11136329,,FUE_20_0071,FUE22,ZV,PERSONAS,MU-37A
530286,Fuentes de beber,204,ARCOS,20,SAN BLAS - CANILLEJAS,OPERATIVO,447245.8,4474497.44,ETRS89,4.041.943.268,40.419,-362.184.175,-3.622,AVENIDA,GUADALAJARA,33,28032,INTERIOR C. C. ANTONIO MACHADO,31054972,,FUE_20_0081,FUE22,ZV,PERSONAS,MU-37A
